現チーム,選手名,SS,守備,年齢,生年月日,身長,体重,血液型,投打,出身地,外国人,地域,2020年打席あり,2019年打席あり,2018年打席あり,2020打率,2020試合,2020打席数,2020打数,2020得点,2020安打,2020二塁打,2020三塁打,2020本塁打,2020塁打,2020打点,2020盗塁,2020盗塁刺,2020犠打,2020犠飛,2020四球,2020敬遠,2020死球,2020三振,2020併殺打,2020出塁率,2020長打率,2019打率,2019試合,2019打席数,2019打数,2019得点,2019安打,2019二塁打,2019三塁打,2019本塁打,2019塁打,2019打点,2019盗塁,2019盗塁刺,2019犠打,2019犠飛,2019四球,2019敬遠,2019死球,2019三振,2019併殺打,2019出塁率,2019長打率,2018打率,2018試合,2018打席数,2018打数,2018得点,2018安打,2018二塁打,2018三塁打,2018本塁打,2018塁打,2018打点,2018盗塁,2018盗塁刺,2018犠打,2018犠飛,2018四球,2018敬遠,2018死球,2018三振,2018併殺打,2018出塁率,2018長打率
巨人,吉川　尚輝,0.0,内野手,26,1995/2/8,177,78,A,右左,岐阜,0,中部,1,1,1,0.274,112,389,354,47,97,16,2,8,141,32,11,3,2,0,30,4,3,60,6,0.336,0.398,0.39,11,46,41,7,16,1,0,0,17,3,1,2,2,0,3,0,0,4,1,0.432,0.415,0.253,92,355,316,51,80,16,3,4,114,29,11,4,13,2,19,0,5,61,5,0.304,0.361
巨人,重信　慎之介,0.0,外野手,27,1993/4/17,173,74,A,右左,千葉,0,関東,1,1,1,0.256,60,96,90,17,23,5,1,1,33,6,5,1,0,0,6,0,0,33,1,0.302,0.367,0.266,106,174,158,25,42,7,2,2,59,16,14,3,2,3,11,1,0,43,1,0.308,0.373,0.281,60,185,167,24,47,7,5,2,70,13,6,4,6,1,11,0,0,38,1,0.324,0.419
巨人,若林　晃弘,0.0,内野手,27,1993/8/26,180,79,A,右両,東京,0,関東,1,1,1,0.247,76,159,146,22,36,6,1,2,50,14,2,4,3,1,8,0,1,32,6,0.288,0.342,0.239,77,273,234,34,56,9,1,5,82,21,11,2,4,1,32,1,2,51,3,0.335,0.35,0.056,17,19,18,2,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0.105,0.056
巨人,松原　聖弥,0.0,外野手,26,1995/1/26,173,74,O,右左,大阪,0,関西,1,0,0,0.263,86,313,278,42,73,11,5,3,103,19,12,2,4,2,29,0,0,71,4,0.33,0.371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巨人,石川　慎吾,0.0,外野手,27,1993/4/27,178,80,O,右右,大阪,0,関西,1,1,1,0.244,43,47,45,2,11,1,0,2,18,7,0,0,0,0,2,0,0,12,1,0.277,0.4,0.257,55,76,70,12,18,2,0,4,32,10,0,0,0,0,6,1,0,14,2,0.316,0.457,0.192,17,28,26,1,5,1,1,0,8,0,0,0,0,0,2,0,0,6,1,0.25,0.308
巨人,立岡　宗一郎,0.0,外野手,30,1990/5/18,181,82,A,右左,熊本,0,九州・沖縄,1,1,1,0.261,29,27,23,5,6,0,1,1,11,4,1,0,0,0,4,1,0,6,1,0.37,0.478,0.286,25,16,14,4,4,2,0,0,6,1,3,0,0,0,2,0,0,4,0,0.375,0.429,0.231,42,60,52,10,12,0,0,0,12,5,4,0,0,0,7,0,1,11,2,0.333,0.231
巨人,岸田　行倫,0.0,捕手,24,1996/10/10,176,88,A,右右,兵庫,0,関西,1,1,0,0.302,34,48,43,2,13,3,0,1,19,5,0,0,1,1,3,0,0,16,4,0.34,0.442,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巨人,北村　拓己,0.0,内野手,25,1995/8/29,181,90,A,右右,石川,0,中部,1,1,1,0.227,57,88,75,9,17,2,0,2,25,10,0,0,2,0,10,1,1,24,2,0.326,0.333,0,5,7,5,3,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0.286,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巨人,ウレーニャ,0.0,内野手,21,1999/5/27,183,79,不明,右右,ドミニカ共和国,1,海外,1,0,0,0.167,11,20,18,0,3,0,0,0,3,0,0,0,0,0,2,0,0,8,0,0.25,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,萩原　哲,0.0,捕手,22,1998/5/1,175,85,AB,右左,京都,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,増田　陸,0.0,内野手,20,2000/6/17,178,85,A,右右,大阪,0,関西,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
巨人,湯浅　大,0.0,内野手,21,2000/1/24,172,70,A,右右,群馬,0,関東,1,0,0,0,13,9,7,3,0,0,0,0,0,0,2,0,1,0,1,0,0,3,0,0.125,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巨人,中山　礼都,0.0,内野手,18,2002/4/12,182,80,A,右左,愛知,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,菊田　拡和,0.0,内野手,19,2001/7/23,182,94,B,右右,茨城,0,関東,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,秋広　優人,0.0,内野手,18,2002/9/17,200,95,A,右左,千葉,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,伊藤　海斗,0.0,外野手,20,2001/4/2,187,88,A,左左,山形,0,東北,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,山下　航汰,0.0,外野手,20,2000/11/15,174,83,O,右左,大阪,0,関西,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.167,12,13,12,1,2,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0.231,0.25,,,,,,,,,,,,,,,,,,,,,,
巨人,八百板　卓丸,0.0,外野手,24,1997/1/17,180,82,O,右左,福島,0,東北,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184,27,45,38,6,7,1,0,0,8,0,1,1,2,0,4,0,1,12,1,0.279,0.211
巨人,喜多　隆介,0.0,捕手,22,1998/8/25,179,83,A,右右,石川,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,加藤　廉,0.0,内野手,22,1999/1/12,181,80,O,右左,静岡,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,前田　研輝,0.0,捕手,22,1998/12/13,180,85,B,右左,広島,0,中国,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,保科　広一,0.0,外野手,22,1998/6/3,187,90,A,左左,大阪,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,平間　隼人,0.0,内野手,24,1996/12/16,173,75,A,右左,徳島,0,四国,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,岡本　大翔,0.0,内野手,18,2002/9/12,190,92,A,右右,鳥取,0,中国,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,黒田　響生,0.0,内野手,20,2000/7/21,183,80,B,右右,福井,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,加藤　壮太,0.0,外野手,22,1998/4/15,188,90,A,右左,愛知,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨人,ティマ,,外野手,16,2004/9/25,193,86,不明,右右,ドミニカ共和国,1,海外,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阪神,ロハス・ジュニア,1.0,外野手,30,1990/5/24,189,102,不明,右両,アメリカ,1,海外,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阪神,糸井　嘉男,1.0,外野手,39,1981/7/31,188,92,A,右左,京都,0,関西,1,1,1,0.268,86,311,269,25,72,16,1,2,96,28,2,1,0,1,38,0,3,50,5,0.363,0.357,0.314,103,444,382,45,120,22,1,5,159,42,9,5,0,3,52,7,7,63,10,0.403,0.416,0.308,119,509,419,60,129,24,0,16,201,68,22,3,0,5,77,4,8,63,9,0.42,0.48
阪神,サンズ,1.0,外野手,33,1987/9/28,193,102,不明,右右,アメリカ,1,海外,1,0,0,0.257,110,443,377,47,97,16,0,19,170,64,2,1,0,2,61,2,3,106,11,0.363,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阪神,大山　悠輔,1.0,内野手,26,1994/12/19,181,89,O,右右,茨城,0,関東,1,1,1,0.288,116,471,423,66,122,21,5,28,237,85,1,3,1,1,41,6,5,96,15,0.357,0.56,0.258,143,587,538,52,139,33,1,14,216,76,3,0,1,4,39,3,5,98,12,0.312,0.401,0.274,117,378,347,48,95,19,4,11,155,48,5,3,1,2,26,0,2,54,14,0.326,0.447
阪神,近本　光司,1.0,外野手,26,1994/11/9,171,67,B,左左,兵庫,0,関西,1,1,0,0.293,120,519,474,81,139,21,5,9,197,45,31,8,7,1,30,2,7,61,4,0.344,0.416,0.271,142,640,586,81,159,20,7,9,220,42,36,15,14,3,31,2,6,110,2,0.313,0.375,,,,,,,,,,,,,,,,,,,,,,
阪神,糸原　健斗,1.0,内野手,28,1992/11/11,175,78,O,右左,島根,0,中国,1,1,1,0.294,63,244,218,32,64,5,2,3,82,20,1,2,3,1,19,0,3,33,3,0.357,0.376,0.267,143,572,491,66,131,20,4,2,165,45,6,5,11,3,60,2,7,70,7,0.353,0.336,0.286,143,637,531,79,152,29,4,1,192,35,6,4,9,4,86,1,7,73,5,0.39,0.362
阪神,髙山　俊,0.0,外野手,27,1993/4/18,181,87,O,右左,千葉,0,関東,1,1,1,0.152,42,52,46,6,7,3,0,0,10,3,1,0,1,1,3,0,1,10,0,0.216,0.217,0.269,105,300,271,25,73,12,0,5,100,29,9,3,2,0,24,4,3,56,3,0.336,0.369,0.172,45,134,128,8,22,5,0,1,30,14,0,1,0,1,4,0,1,22,4,0.201,0.234
阪神,木浪　聖也,0.0,内野手,26,1994/6/15,179,78,O,右左,青森,0,東北,1,1,0,0.249,92,334,297,42,74,20,1,3,105,25,2,1,8,3,24,3,2,54,1,0.307,0.354,0.262,113,390,363,32,95,18,2,4,129,32,2,0,6,0,18,5,3,77,8,0.302,0.355,,,,,,,,,,,,,,,,,,,,,,
阪神,原口　文仁,0.0,捕手,29,1992/3/3,182,91,AB,右右,埼玉,0,関東,1,1,1,0.278,48,78,72,5,20,3,0,3,32,19,0,0,0,0,5,1,1,16,2,0.333,0.444,0.276,43,94,87,8,24,4,0,1,31,11,0,0,0,2,4,0,1,23,3,0.309,0.356,0.315,82,124,111,8,35,2,0,2,43,19,0,0,0,0,8,1,5,27,1,0.387,0.387
阪神,陽川　尚将,0.0,内野手,29,1991/7/17,180,88,O,右右,大阪,0,関西,1,1,1,0.247,71,182,158,19,39,6,0,8,69,24,2,2,2,1,15,2,6,42,4,0.333,0.437,0.109,28,60,55,3,6,1,0,3,16,4,0,0,1,0,4,1,0,19,2,0.169,0.291,0.252,75,299,274,27,69,16,5,6,113,48,5,0,0,1,17,1,7,76,7,0.311,0.412
阪神,北條　史也,0.0,内野手,26,1994/7/29,177,79,O,右右,大阪,0,関西,1,1,1,0.192,40,112,99,10,19,4,0,2,29,7,2,0,3,0,9,0,1,23,2,0.266,0.293,0.247,82,211,174,18,43,7,0,5,65,20,2,0,13,0,23,0,1,40,3,0.338,0.374,0.322,62,266,239,34,77,8,1,1,90,20,1,0,4,3,19,0,1,32,7,0.37,0.377
阪神,山本　泰寛,0.0,内野手,27,1993/10/10,176,76,B,右右,東京,0,関東,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.232,92,212,177,31,41,7,3,2,60,10,2,0,6,0,22,1,7,51,3,0.34,0.339,0.255,38,120,102,15,26,4,1,0,32,3,2,0,3,0,13,0,2,19,2,0.35,0.314
阪神,坂本　誠志郎,0.0,捕手,27,1993/11/10,176,77,O,右右,兵庫,0,関西,1,1,1,0.213,38,95,75,5,16,4,0,0,20,4,1,1,7,0,13,0,0,20,1,0.33,0.267,0.175,20,44,40,2,7,0,0,2,13,3,0,0,3,0,1,1,0,8,2,0.195,0.325,0.154,15,16,13,1,2,1,0,0,3,1,0,0,0,1,2,0,0,7,0,0.25,0.231
阪神,佐藤　輝明,0.0,内野手,22,1999/3/13,187,94,B,右左,兵庫,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阪神,俊介,0.0,外野手,33,1987/8/17,178,77,A,右右,福岡,0,九州・沖縄,1,1,1,0.125,9,8,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0.125,0.125,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.224,87,200,183,25,41,5,1,2,54,21,1,0,6,0,11,0,0,29,4,0.268,0.295
阪神,江越　大賀,0.0,外野手,28,1993/3/12,182,83,O,右右,長崎,0,九州・沖縄,1,1,1,0,45,13,10,11,0,0,0,0,0,1,3,1,0,1,2,0,0,6,0,0.154,0,0.067,49,16,15,8,1,0,0,0,1,0,1,0,0,0,1,0,0,9,0,0.125,0.067,0.15,29,40,40,6,6,2,0,1,11,1,3,0,0,0,0,0,0,22,0,0.15,0.275
阪神,小幡　竜平,0.0,内野手,20,2000/9/21,184,76,B,右左,大分,0,九州・沖縄,1,0,0,0.22,54,134,127,15,28,1,2,0,33,7,3,1,1,0,5,1,1,37,1,0.256,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
阪神,島田　海吏,0.0,外野手,25,1996/2/6,176,69,AB,右左,熊本,0,九州・沖縄,1,1,1,0.176,43,21,17,4,3,0,0,0,3,1,3,0,1,0,2,1,1,4,0,0.3,0.176,0.25,7,5,4,2,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0.4,0.5,0.2,12,37,35,5,7,1,1,0,10,1,0,1,1,0,1,0,0,7,0,0.222,0.286
阪神,荒木　郁也,0.0,内野手,32,1988/4/25,183,74,B,右左,東京,0,関東,1,1,0,0.091,16,11,11,2,1,0,0,0,1,0,2,1,0,0,0,0,0,4,0,0.091,0.091,0.111,9,9,9,4,1,1,0,0,2,0,0,1,0,0,0,0,0,4,0,0.111,0.222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
阪神,中野　拓夢,0.0,内野手,24,1996/6/28,171,69,A,右左,山形,0,東北,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阪神,板山　祐太郎,0.0,外野手,27,1994/3/27,180,80,B,右左,神奈川,0,関東,1,0,1,0.167,5,14,12,1,2,0,0,0,2,0,1,0,0,0,2,0,0,3,0,0.286,0.167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.257,20,39,35,1,9,0,0,1,12,3,0,0,0,1,3,0,0,14,4,0.308,0.343
阪神,長坂　拳弥,0.0,捕手,26,1994/4/28,173,75,B,右右,群馬,0,関東,1,1,1,0.4,5,5,5,1,2,0,0,1,5,2,1,0,0,0,0,0,0,3,0,0.4,1,1,3,1,1,2,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,4,0.125,9,9,8,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0.125,0.25
阪神,井上　広大,0.0,外野手,19,2001/8/12,188,95,B,右右,大阪,0,関西,1,0,0,0.091,6,11,11,0,1,1,0,0,2,1,0,0,0,0,0,0,0,5,0,0.091,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阪神,藤谷　洸介,0.0,内野手,25,1996/2/12,194,97,A,右右,山口,0,中国,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阪神,藤田　健斗,0.0,捕手,19,2001/10/18,173,78,A,右右,滋賀,0,関西,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阪神,髙寺　望夢,0.0,内野手,18,2002/10/17,178,75,O,右左,長野,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阪神,片山　雄哉,0.0,捕手,26,1994/6/18,177,79,B,右左,愛知,0,中部,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
阪神,奥山　皓太,0.0,外野手,23,1997/9/3,186,89,A,右右,山梨,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阪神,小野寺　暖,0.0,外野手,23,1998/3/17,183,79,A,右右,奈良,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
広島,鈴木　誠也,1.0,外野手,26,1994/8/18,181,98,A,右右,東京,0,関東,1,1,1,0.3,118,514,430,85,129,26,2,25,234,75,6,4,0,3,72,9,9,73,15,0.409,0.544,0.335,140,612,499,112,167,31,0,28,282,87,25,16,0,3,103,12,7,81,3,0.453,0.565,0.32,124,520,422,86,135,32,2,30,261,94,4,4,0,5,88,2,5,116,4,0.438,0.618
広島,菊池　涼介,1.0,内野手,31,1990/3/11,171,68,A,右右,東京,0,関東,1,1,1,0.271,106,429,376,43,102,19,4,10,159,41,3,2,16,1,35,2,1,68,9,0.334,0.423,0.261,138,619,547,77,143,36,2,13,222,48,14,5,28,2,41,0,1,102,5,0.313,0.406,0.233,139,642,557,85,130,27,1,13,198,60,10,2,30,1,51,2,3,111,5,0.301,0.355
広島,長野　久義,1.0,外野手,36,1984/12/6,180,82,O,右右,佐賀,0,九州・沖縄,1,1,1,0.285,95,299,267,30,76,17,1,10,125,42,1,0,0,2,29,0,1,61,5,0.355,0.468,0.25,72,197,180,13,45,7,1,5,69,20,0,2,0,1,15,2,1,40,11,0.31,0.383,0.29,116,426,383,49,111,16,0,13,166,52,3,2,0,1,41,4,1,69,5,0.359,0.433
広島,田中　広輔,1.0,内野手,31,1989/7/3,171,84,A,右左,神奈川,0,関東,1,1,1,0.251,112,454,378,51,95,11,5,8,140,39,8,4,12,4,55,3,5,86,1,0.351,0.37,0.193,97,355,311,33,60,13,0,3,82,27,8,3,4,6,32,2,2,89,4,0.268,0.264,0.262,143,675,572,92,150,19,10,10,219,60,32,13,6,5,75,3,17,118,6,0.362,0.383
広島,松山　竜平,1.0,外野手,35,1985/9/18,176,95,B,右左,鹿児島,0,九州・沖縄,1,1,1,0.277,108,425,404,38,112,27,1,9,168,67,0,1,0,3,17,4,1,72,11,0.306,0.416,0.259,110,327,294,21,76,14,1,6,110,49,0,0,0,2,29,1,2,42,7,0.327,0.374,0.302,124,446,397,46,120,25,2,12,185,74,2,0,0,5,42,4,2,46,10,0.368,0.466
広島,西川　龍馬,1.0,外野手,26,1994/12/10,176,79,O,右左,大阪,0,関西,1,1,1,0.304,76,328,296,36,90,18,0,6,126,32,6,1,2,0,28,1,2,52,6,0.368,0.426,0.297,138,585,535,70,159,23,3,16,236,64,6,7,11,5,32,4,2,81,9,0.336,0.441,0.309,107,361,327,44,101,22,3,6,147,46,5,3,4,1,27,3,2,51,4,0.364,0.45
広島,堂林　翔太,0.0,内野手,29,1991/8/17,183,92,A,右右,愛知,0,中部,1,1,1,0.279,111,451,401,55,112,21,0,14,175,58,17,4,3,2,41,2,4,91,12,0.35,0.436,0.206,28,38,34,1,7,0,1,0,9,2,0,0,2,0,2,0,0,9,0,0.25,0.265,0.216,63,60,51,11,11,3,1,0,16,5,0,1,7,0,2,0,0,14,1,0.245,0.314
広島,安部　友裕,0.0,内野手,31,1989/6/24,181,88,O,右左,福岡,0,九州・沖縄,1,1,1,0.184,26,44,38,6,7,3,0,0,10,2,0,1,2,0,4,0,0,17,1,0.262,0.263,0.254,114,295,264,23,67,12,0,8,103,28,5,2,6,1,23,0,1,60,9,0.315,0.39,0.236,72,252,220,32,52,11,4,4,83,24,7,1,7,2,21,3,2,60,1,0.306,0.377
広島,野間　峻祥,0.0,外野手,28,1993/1/28,180,85,B,右左,兵庫,0,関西,1,1,1,0.24,70,56,50,10,12,0,0,0,12,1,2,3,2,0,4,0,0,17,0,0.296,0.24,0.248,123,353,314,52,78,10,5,2,104,16,14,2,6,1,27,3,5,56,5,0.317,0.331,0.286,126,447,405,64,116,14,7,5,159,46,17,10,4,2,30,0,6,69,2,0.343,0.393
広島,磯村　嘉孝,0.0,捕手,28,1992/11/1,178,92,A,右右,愛知,0,中部,1,1,1,0.208,31,55,48,4,10,3,0,1,16,1,0,0,3,0,4,0,0,8,2,0.269,0.333,0.278,65,117,108,10,30,9,0,4,51,21,0,1,3,1,5,0,0,24,3,0.307,0.472,0.215,37,91,79,6,17,2,0,1,22,4,0,0,5,0,6,1,1,12,4,0.279,0.278
広島,メヒア,0.0,内野手,28,1993/3/10,192,112,不明,右右,ドミニカ共和国,1,海外,1,1,1,0.188,37,85,80,4,15,2,0,2,23,4,1,0,0,0,5,0,0,21,3,0.235,0.288,0.259,56,173,162,13,42,6,0,7,69,17,0,0,0,0,11,3,0,46,2,0.306,0.426,0.268,22,44,41,6,11,2,0,3,22,7,1,1,0,0,2,0,1,12,2,0.318,0.537
広島,三好　匠,0.0,内野手,27,1993/6/7,174,86,A,右右,福岡,0,九州・沖縄,1,1,1,0.125,62,29,24,3,3,0,0,0,3,2,0,0,2,1,2,0,0,5,0,0.185,0.125,0.182,43,92,77,9,14,1,0,2,21,7,1,0,6,0,9,2,0,28,1,0.267,0.273,0.104,70,54,48,5,5,0,1,0,7,0,0,1,3,0,3,0,0,15,2,0.157,0.146
広島,上本　崇司,0.0,内野手,30,1990/8/22,170,72,A,右右,広島,0,中国,1,1,1,0.212,56,62,52,8,11,2,0,0,13,4,2,0,3,0,5,0,2,4,3,0.305,0.25,0.143,31,22,21,5,3,0,0,0,3,0,0,1,1,0,0,0,0,5,1,0.143,0.143,0.091,59,13,11,8,1,0,0,0,1,0,6,2,1,0,1,0,0,4,0,0.167,0.091
広島,大盛　穂,0.0,外野手,24,1996/8/31,180,76,A,右左,大阪,0,関西,1,0,0,0.259,73,148,135,21,35,5,3,2,52,16,5,3,0,1,11,1,1,50,1,0.318,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
広島,曽根　海成,0.0,内野手,25,1995/4/24,175,74,A,右左,大阪,0,関西,1,1,1,0.25,33,17,16,13,4,1,0,0,5,1,5,3,0,0,1,0,0,5,0,0.294,0.313,0.2,64,31,25,17,5,0,0,0,5,2,5,2,2,0,3,1,1,10,0,0.31,0.2,0.278,11,22,18,3,5,0,1,0,7,2,1,0,1,0,2,0,1,9,0,0.381,0.389
広島,小園　海斗,0.0,内野手,20,2000/6/7,178,84,AB,右左,兵庫,0,関西,1,1,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.213,58,197,188,17,40,9,0,4,61,16,1,0,2,0,6,1,1,42,1,0.241,0.324,,,,,,,,,,,,,,,,,,,,,,
広島,正隨　優弥,0.0,外野手,25,1996/4/2,180,98,A,右右,広島,0,中国,1,0,0,0.143,7,8,7,1,1,0,0,1,4,1,0,0,0,0,1,0,0,1,1,0.25,0.571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
広島,中村　奨成,0.0,捕手,21,1999/6/6,181,81,B,右右,広島,0,中国,1,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
広島,羽月　隆太郎,0.0,内野手,20,2000/4/19,167,67,O,右左,宮崎,0,九州・沖縄,1,0,0,0.182,17,40,33,3,6,1,1,0,9,4,0,2,5,0,2,0,0,7,0,0.229,0.273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
広島,髙橋　大樹,0.0,外野手,26,1994/5/11,181,93,O,右右,大阪,0,関西,1,1,1,0.2,14,16,15,1,3,0,0,0,3,0,0,0,0,0,1,0,0,5,0,0.25,0.2,0.279,27,48,43,5,12,1,1,1,18,3,0,1,1,0,4,0,0,11,0,0.34,0.419,0.333,6,16,15,1,5,1,0,0,6,0,0,0,0,0,1,0,0,4,1,0.375,0.4
