現チーム,選手名,SS,守備,年齢,生年月日,身長,体重,血液型,投打,出身地,外国人,地域,2020年打席あり,2019年打席あり,2018年打席あり,2020打率,2020試合,2020打席数,2020打数,2020得点,2020安打,2020二塁打,2020三塁打,2020本塁打,2020塁打,2020打点,2020盗塁,2020盗塁刺,2020犠打,2020犠飛,2020四球,2020敬遠,2020死球,2020三振,2020併殺打,2020出塁率,2020長打率,2019打率,2019試合,2019打席数,2019打数,2019得点,2019安打,2019二塁打,2019三塁打,2019本塁打,2019塁打,2019打点,2019盗塁,2019盗塁刺,2019犠打,2019犠飛,2019四球,2019敬遠,2019死球,2019三振,2019併殺打,2019出塁率,2019長打率,2018打率,2018試合,2018打席数,2018打数,2018得点,2018安打,2018二塁打,2018三塁打,2018本塁打,2018塁打,2018打点,2018盗塁,2018盗塁刺,2018犠打,2018犠飛,2018四球,2018敬遠,2018死球,2018三振,2018併殺打,2018出塁率,2018長打率
ロッテ,荻野　貴司,1.0,外野手,35,1985/10/21,172,75,O,右右,奈良,0,関西,1,1,1,0.291,53,236,203,30,59,17,0,1,79,10,19,4,6,1,24,0,2,23,2,0.37,0.389,0.315,125,569,508,76,160,35,7,10,239,46,28,10,9,4,40,1,8,56,4,0.371,0.47,0.287,78,351,317,52,91,15,3,2,118,25,20,6,9,3,13,0,9,25,6,0.33,0.372
ロッテ,角中　勝也,1.0,外野手,33,1987/5/25,180,85,A,右左,石川,0,中部,1,1,1,0.244,84,254,217,21,53,9,3,2,74,15,2,0,7,1,24,0,5,41,7,0.332,0.341,0.258,108,435,368,47,95,17,1,8,138,48,2,2,3,4,55,2,5,63,10,0.359,0.375,0.265,112,470,411,44,109,23,2,7,157,57,3,3,0,6,48,2,5,63,9,0.345,0.382
ロッテ,田村　龍弘,1.0,捕手,26,1994/5/13,172,81,A,右右,大阪,0,関西,1,1,1,0.217,92,237,203,12,44,7,0,4,63,23,1,1,10,1,20,0,3,45,3,0.295,0.31,0.243,100,321,284,30,69,12,1,3,92,31,1,2,12,3,22,0,0,59,8,0.294,0.324,0.239,143,476,415,32,99,14,7,3,136,35,3,3,16,2,40,1,3,68,13,0.309,0.328
ロッテ,清田　育宏,1.0,外野手,35,1986/2/11,180,85,A,右右,千葉,0,関東,1,1,1,0.278,70,209,180,18,50,13,0,7,84,23,0,0,5,0,22,2,2,52,6,0.363,0.467,0.253,117,377,336,49,85,8,2,10,127,57,1,3,2,2,35,1,2,77,6,0.325,0.378,0.226,96,303,261,18,59,10,1,2,77,27,2,2,6,4,32,3,0,63,8,0.306,0.295
ロッテ,井上　晴哉,1.0,内野手,31,1989/7/3,180,114,A,右右,広島,0,中国,1,1,1,0.245,113,447,376,44,92,11,0,15,148,67,0,0,0,4,59,2,8,93,11,0.356,0.394,0.252,129,509,429,60,108,16,1,24,198,65,0,0,0,3,67,1,9,98,10,0.362,0.462,0.292,133,548,476,59,139,26,2,24,241,99,1,0,0,6,63,0,3,106,7,0.374,0.506
ロッテ,藤岡　裕大,0.0,内野手,27,1993/8/8,178,77,O,右左,岡山,0,中国,1,1,1,0.229,106,370,314,34,72,11,2,4,99,33,8,2,16,2,36,1,1,60,5,0.309,0.315,0.264,81,278,250,36,66,14,1,2,88,21,3,1,10,2,16,0,0,33,4,0.306,0.352,0.23,143,611,535,58,123,15,5,5,163,42,14,13,26,1,44,1,5,97,9,0.294,0.305
ロッテ,菅野　剛士,0.0,外野手,27,1993/5/6,171,83,A,右左,東京,0,関東,1,1,1,0.26,81,275,223,24,58,10,3,2,80,20,1,3,5,0,45,0,2,55,7,0.389,0.359,0.197,28,73,66,7,13,2,0,3,24,7,0,0,0,0,6,0,1,11,0,0.274,0.364,0.176,53,161,131,15,23,3,2,2,36,18,1,0,4,1,20,0,5,27,4,0.306,0.275
ロッテ,加藤　翔平,0.0,外野手,30,1991/3/28,183,84,AB,右両,埼玉,0,関東,1,1,1,0.3,22,79,70,13,21,5,1,0,28,3,3,2,0,0,8,0,1,15,0,0.38,0.4,0.202,60,120,109,12,22,3,1,4,39,9,4,2,2,0,7,0,2,32,2,0.263,0.358,0.231,69,132,121,12,28,6,2,0,38,9,7,0,4,1,5,0,1,25,3,0.266,0.314
ロッテ,岡　大海,0.0,外野手,29,1991/7/15,185,80,B,右右,岡山,0,中国,1,1,1,0.143,62,64,56,12,8,0,0,0,8,2,7,3,1,0,7,0,0,18,1,0.238,0.143,0.227,95,182,154,36,35,8,1,6,63,16,13,1,3,1,18,1,6,32,5,0.33,0.409,0.204,51,166,142,19,29,5,0,3,43,13,7,2,2,2,15,0,5,30,3,0.299,0.303
ロッテ,三木　亮,0.0,内野手,29,1991/10/25,175,78,A,右右,大阪,0,関西,1,1,1,0.25,22,5,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0.25,0.25,0.214,89,145,126,20,27,3,0,2,36,15,5,0,8,1,6,0,4,38,1,0.27,0.286,0.235,66,41,34,11,8,1,0,0,9,4,3,0,5,0,1,0,1,8,2,0.278,0.265
ロッテ,藤原　恭大,0.0,外野手,20,2000/5/6,181,80,B,左左,大阪,0,関西,1,1,0,0.26,26,105,96,10,25,5,0,3,39,10,4,1,2,1,6,0,0,33,1,0.301,0.406,0.105,6,19,19,0,2,0,0,0,2,2,0,0,0,0,0,0,0,6,0,0.105,0.105,,,,,,,,,,,,,,,,,,,,,,
ロッテ,柿沼　友哉,0.0,捕手,27,1993/5/12,180,82,A,右右,茨城,0,関東,1,1,1,0.16,56,129,106,6,17,1,0,0,18,9,0,0,15,0,5,0,3,31,2,0.219,0.17,0.167,34,73,54,5,9,0,0,1,12,2,0,0,10,0,4,0,5,20,0,0.286,0.222,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロッテ,佐藤　都志也,0.0,捕手,23,1998/1/27,181,86,B,右左,福島,0,東北,1,0,0,0.228,60,127,114,6,26,4,0,2,36,12,0,0,2,0,9,0,2,25,1,0.296,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロッテ,鳥谷　敬,0.0,内野手,39,1981/6/26,180,79,B,右左,東京,0,関東,1,1,1,0.139,42,39,36,5,5,2,0,0,7,6,0,1,0,0,1,0,2,8,0,0.205,0.194,0.207,74,105,92,9,19,3,1,0,24,4,1,0,1,0,12,0,0,16,2,0.298,0.261,0.232,121,261,220,15,51,11,0,1,65,22,1,1,3,3,34,3,1,37,6,0.333,0.295
ロッテ,江村　直也,0.0,捕手,28,1992/5/6,176,80,B,右右,広島,0,中国,1,1,1,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.097,23,35,31,3,3,0,0,1,6,4,0,0,2,0,2,0,0,10,2,0.152,0.194,0.063,35,18,16,0,1,0,0,0,1,0,0,0,1,0,1,0,0,5,1,0.118,0.063
ロッテ,小川　龍成,0.0,内野手,23,1998/4/5,171,72,O,右左,群馬,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロッテ,髙部　瑛斗,0.0,外野手,23,1997/12/11,178,72,A,右左,神奈川,0,関東,1,0,0,0.1,5,11,10,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロッテ,和田　康士朗,0.0,外野手,22,1999/1/14,185,77,B,左左,埼玉,0,関東,1,0,0,0.203,71,69,59,24,12,1,0,0,13,0,23,3,3,0,6,0,1,23,0,0.288,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロッテ,福田　光輝,0.0,内野手,23,1997/11/16,176,80,A,右左,大阪,0,関西,1,0,0,0.087,15,26,23,2,2,1,0,0,3,0,0,0,0,0,3,1,0,8,0,0.192,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロッテ,西巻　賢二,0.0,内野手,21,1999/4/22,167,70,A,右右,福島,0,東北,1,1,1,0.25,11,19,16,2,4,1,0,0,5,0,0,1,1,0,2,0,0,6,0,0.333,0.313,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.247,25,82,77,4,19,3,0,0,22,3,0,0,2,0,3,0,0,18,1,0.275,0.286
ロッテ,宗接　唯人,0.0,捕手,26,1994/7/6,183,90,O,右右,兵庫,0,関西,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ロッテ,松田　進,0.0,内野手,26,1994/8/29,188,93,O,右右,神奈川,0,関東,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,3,6,5,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,
ロッテ,茶谷　健太,0.0,内野手,23,1998/1/16,186,90,O,右右,神奈川,0,関東,1,0,0,0.063,31,17,16,1,1,0,0,0,1,0,1,0,1,0,0,0,0,6,0,0.063,0.063,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ロッテ,西川　僚祐,0.0,外野手,18,2002/4/19,186,98,A,右右,千葉,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロッテ,サントス,0.0,外野手,26,1994/4/20,190,83,不明,右右,ドミニカ共和国,1,海外,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロッテ,植田　将太,0.0,捕手,23,1997/12/18,180,86,AB,右右,大阪,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロッテ,山本　大斗,0.0,外野手,18,2002/8/9,180,90,A,右右,鳥取,0,中国,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西武,中村　剛也,1.0,内野手,37,1983/8/15,175,102,O,右右,大阪,0,関西,1,1,1,0.213,79,297,258,32,55,14,0,9,96,31,0,1,0,2,34,2,3,75,7,0.31,0.372,0.286,135,557,496,69,142,30,0,30,262,123,2,1,0,3,54,5,4,123,12,0.359,0.528,0.265,97,392,355,53,94,14,1,28,194,74,1,0,0,2,33,0,2,112,11,0.329,0.546
西武,山川　穂高,1.0,内野手,29,1991/11/23,176,103,A,右右,沖縄,0,九州・沖縄,1,1,1,0.205,102,401,322,47,66,7,0,24,145,73,0,0,0,2,64,4,13,100,6,0.357,0.45,0.256,143,626,524,93,134,20,0,43,283,120,1,0,0,3,86,8,13,142,13,0.372,0.54,0.281,143,647,541,115,152,24,1,47,319,124,0,0,0,2,88,2,16,138,5,0.396,0.59
西武,栗山　巧,1.0,外野手,37,1983/9/3,177,85,O,右左,兵庫,0,関西,1,1,1,0.272,111,428,372,37,101,22,0,12,159,67,0,0,0,2,53,2,1,77,10,0.362,0.427,0.252,123,466,409,35,103,21,0,7,145,54,0,0,3,3,48,2,3,100,13,0.333,0.355,0.256,114,363,305,32,78,18,1,8,122,52,1,0,0,3,52,2,3,78,5,0.366,0.4
西武,森　友哉,1.0,捕手,25,1995/8/8,170,85,A,右左,大阪,0,関西,1,1,1,0.251,104,405,358,46,90,15,2,9,136,38,4,2,2,4,38,0,3,67,7,0.325,0.38,0.329,135,573,492,96,162,34,2,23,269,105,3,2,1,6,72,3,2,89,9,0.413,0.547,0.275,136,552,473,67,130,34,2,16,216,80,7,2,0,7,70,2,2,105,3,0.366,0.457
西武,外崎　修汰,1.0,内野手,28,1992/12/20,177,82,O,右右,青森,0,東北,1,1,1,0.247,120,500,433,62,107,18,2,8,153,43,21,7,7,2,54,1,4,87,7,0.335,0.353,0.274,143,621,533,96,146,27,6,26,263,90,22,6,14,6,63,0,5,132,9,0.353,0.493,0.287,119,510,453,70,130,24,3,18,214,67,25,9,6,1,47,0,3,102,9,0.357,0.472
西武,金子　侑司,1.0,外野手,30,1990/4/24,179,76,B,右両,京都,0,関西,1,1,1,0.249,86,338,301,41,75,7,0,3,91,21,14,9,5,3,29,0,0,55,5,0.312,0.302,0.251,133,524,463,60,116,8,1,3,135,33,41,10,6,3,49,1,3,81,3,0.324,0.292,0.223,111,356,310,50,69,7,3,1,85,34,32,11,6,3,34,0,3,53,5,0.303,0.274
西武,メヒア,1.0,内野手,35,1985/12/2,198,118,不明,右右,ベネズエラ,1,海外,1,1,1,0.188,37,85,80,4,15,2,0,2,23,4,1,0,0,0,5,0,0,21,3,0.235,0.288,0.259,56,173,162,13,42,6,0,7,69,17,0,0,0,0,11,3,0,46,2,0.306,0.426,0.268,22,44,41,6,11,2,0,3,22,7,1,1,0,0,2,0,1,12,2,0.318,0.537
西武,スパンジェンバーグ,1.0,内野手,30,1991/3/16,183,89,不明,右左,アメリカ,1,海外,1,0,0,0.268,111,445,407,51,109,26,8,15,196,57,12,2,0,2,32,0,4,150,2,0.326,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西武,岡田　雅利,0.0,捕手,31,1989/6/30,173,80,B,右右,奈良,0,関西,1,1,1,0.107,29,65,56,1,6,1,0,0,7,3,0,0,7,0,1,0,1,7,4,0.138,0.125,0.262,36,78,61,8,16,3,1,1,24,7,0,0,6,0,9,0,2,12,1,0.375,0.393,0.272,52,108,92,10,25,3,0,3,37,7,0,1,7,1,7,0,1,17,3,0.327,0.402
西武,渡部　健人,0.0,内野手,22,1998/12/26,176,112,O,右右,神奈川,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西武,山野辺　翔,0.0,内野手,26,1994/5/24,170,74,AB,右右,東京,0,関東,1,1,0,0.233,53,64,60,11,14,3,0,0,17,4,5,2,0,1,1,0,2,11,2,0.266,0.283,0.071,9,18,14,1,1,1,0,0,2,1,1,0,0,0,2,0,2,4,1,0.278,0.143,,,,,,,,,,,,,,,,,,,,,,
西武,柘植　世那,0.0,捕手,23,1997/6/3,174,88,O,右右,群馬,0,関東,1,0,0,0.184,17,43,38,5,7,0,0,2,13,5,1,0,1,0,4,0,0,14,2,0.262,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西武,若林　楽人,0.0,外野手,22,1998/4/13,177,72,B,右右,北海道,0,北海道,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西武,鈴木　将平,0.0,外野手,22,1998/5/20,175,78,O,左左,静岡,0,中部,1,1,0,0.207,46,157,140,7,29,4,2,1,40,10,0,2,4,2,10,0,1,24,2,0.261,0.286,0.154,16,28,26,4,4,0,0,0,4,1,1,1,1,0,1,0,0,6,1,0.185,0.154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西武,呉　念庭,0.0,内野手,27,1993/6/7,178,75,AB,右左,台湾,0,海外,1,0,1,0.227,51,52,44,5,10,3,0,0,13,5,2,2,2,0,4,0,2,8,1,0.32,0.295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.091,8,11,11,1,1,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0.091,0.091
西武,川越　誠司,0.0,外野手,27,1993/6/30,174,80,A,左左,北海道,0,北海道,1,0,0,0.156,48,74,64,10,10,0,1,2,18,5,0,0,1,0,9,0,0,24,0,0.26,0.281,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
西武,西川　愛也,0.0,外野手,21,1999/6/10,180,82,A,右左,大阪,0,関西,1,0,0,0.25,3,4,4,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0.25,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西武,山村　崇嘉,0.0,内野手,18,2002/9/28,180,86,O,右左,東京,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西武,高木　渉,0.0,外野手,21,1999/12/6,181,81,B,右左,福岡,0,九州・沖縄,1,1,0,0.175,12,40,40,6,7,1,1,2,16,5,0,0,0,0,0,0,0,8,2,0.175,0.4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
西武,ブランドン,0.0,内野手,22,1998/6/15,179,84,O,右右,沖縄,0,九州・沖縄,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西武,佐藤　龍世,0.0,内野手,24,1997/1/15,174,88,AB,右右,北海道,0,北海道,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22,52,63,59,6,13,6,0,2,25,7,0,0,1,0,3,0,0,14,1,0.258,0.424,,,,,,,,,,,,,,,,,,,,,,
西武,山田　遥楓,0.0,内野手,24,1996/9/30,180,84,A,右右,佐賀,0,九州・沖縄,1,1,1,0.2,8,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2,0.2,0.167,4,13,12,2,2,0,0,0,2,0,0,0,0,0,1,0,0,4,1,0.231,0.167,0.059,14,19,17,1,1,0,0,1,4,2,0,0,0,0,1,0,1,6,0,0.158,0.235
西武,仲三河　優太,0.0,外野手,18,2002/10/22,180,90,A,右左,栃木,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西武,牧野　翔矢,0.0,捕手,20,2001/3/4,178,80,B,右左,石川,0,中部,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
西武,岸　潤一郎,0.0,外野手,24,1996/12/8,174,82,A,右右,兵庫,0,関西,1,0,0,0,5,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西武,駒月　仁人,0.0,捕手,27,1993/4/21,176,97,O,右右,京都,0,関西,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.143,7,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.143,0.143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西武,綱島　龍生,0.0,内野手,21,2000/1/21,178,78,A,右左,新潟,0,中部,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
西武,齊藤　誠人,0.0,捕手,25,1995/8/7,180,86,A,右左,北海道,0,北海道,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
西武,ジョセフ,0.0,外野手,22,1999/3/24,175,88,O,右右,三重,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西武,長谷川　信哉,0.0,内野手,18,2002/5/17,183,80,B,右右,京都,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楽天,浅村　栄斗,1.0,内野手,30,1990/11/12,182,90,O,右右,大阪,0,関西,1,1,1,0.28,120,529,432,72,121,25,0,32,242,104,1,1,0,2,91,2,4,111,15,0.408,0.56,0.263,143,635,529,93,139,26,2,33,268,92,1,1,0,9,93,9,4,162,12,0.372,0.507,0.31,143,640,565,104,175,27,0,32,298,127,4,2,0,5,68,4,2,105,18,0.383,0.527
楽天,鈴木　大地,1.0,内野手,31,1989/8/18,175,79,O,右左,静岡,0,中部,1,1,1,0.295,120,546,478,71,141,27,1,4,182,55,1,3,12,3,46,0,7,58,18,0.363,0.381,0.288,140,614,527,76,152,34,4,15,239,68,3,1,13,2,56,0,16,75,11,0.373,0.454,0.266,143,558,477,44,127,27,6,8,190,49,8,4,14,6,44,2,17,55,11,0.346,0.398
楽天,銀次,1.0,内野手,33,1988/2/24,174,78,A,右左,岩手,0,東北,1,1,1,0.236,88,245,212,16,50,8,0,0,58,23,3,2,5,3,23,0,2,28,5,0.313,0.274,0.304,141,590,529,56,161,24,1,5,202,56,2,5,4,1,52,2,4,58,19,0.37,0.382,0.276,139,552,492,45,136,16,5,5,177,48,1,1,6,2,48,3,4,47,7,0.344,0.36
楽天,ディクソン,1.0,内野手,29,1992/1/29,188,97,不明,右右,アメリカ,1,海外,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,22,60,57,2,10,0,0,1,13,3,0,1,0,0,1,0,2,20,0,0.217,0.228
楽天,茂木　栄五郎,1.0,内野手,27,1994/2/14,171,75,O,右左,東京,0,関東,1,1,1,0.301,73,321,276,43,83,14,4,7,126,33,8,3,0,1,39,0,5,52,4,0.396,0.457,0.282,141,648,568,86,160,28,6,13,239,55,7,5,9,2,66,1,3,121,7,0.358,0.421,0.247,100,413,361,42,89,12,2,7,126,24,12,4,7,1,42,0,2,83,3,0.328,0.349
楽天,カスティーヨ,1.0,外野手,33,1987/7/9,175,93,不明,右右,キューバ,1,海外,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楽天,藤田　一也,0.0,内野手,38,1982/7/3,175,75,O,右左,徳島,0,四国,1,1,1,0.2,55,38,35,3,7,1,0,0,8,4,0,0,2,0,1,0,0,5,2,0.222,0.229,0.258,61,136,124,13,32,4,0,2,42,10,1,0,4,0,7,1,1,16,1,0.303,0.339,0.266,90,289,248,19,66,10,1,4,90,16,0,3,17,2,18,0,4,15,4,0.324,0.363
楽天,田中　和基,0.0,外野手,26,1994/8/8,181,75,A,右両,福岡,0,九州・沖縄,1,1,1,0.24,80,282,254,38,61,10,1,8,97,25,6,2,3,1,23,0,1,76,2,0.305,0.382,0.188,59,193,160,22,30,6,2,1,43,9,3,7,5,2,26,1,0,37,3,0.298,0.269,0.265,105,465,423,67,112,11,1,18,179,45,21,6,4,1,37,0,0,101,4,0.323,0.423
楽天,岡島　豪郎,0.0,外野手,31,1989/9/7,176,82,B,右左,群馬,0,関東,1,0,1,0.2,35,85,75,10,15,6,1,0,23,9,0,0,2,0,8,0,0,26,2,0.277,0.307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.19,108,241,216,16,41,10,1,3,62,15,1,1,3,0,22,1,0,54,4,0.265,0.287
楽天,辰己　涼介,0.0,外野手,24,1996/12/27,180,74,A,右左,兵庫,0,関西,1,1,0,0.223,104,282,251,38,56,9,3,8,95,28,11,5,9,0,20,0,2,57,1,0.286,0.378,0.229,124,369,314,42,72,12,2,4,100,25,13,3,10,2,39,1,4,101,4,0.32,0.318,,,,,,,,,,,,,,,,,,,,,,
楽天,太田　光,0.0,捕手,24,1996/10/14,178,76,O,右右,岡山,0,中国,1,1,0,0.2,67,164,130,17,26,10,0,2,42,16,0,1,11,3,18,0,2,38,2,0.301,0.323,0.219,55,112,96,10,21,2,0,1,26,6,1,0,8,0,7,0,1,23,2,0.279,0.271,,,,,,,,,,,,,,,,,,,,,,
楽天,足立　祐一,0.0,捕手,31,1989/9/22,178,83,A,右右,東京,0,関東,1,1,1,0.167,42,66,60,6,10,1,1,1,16,3,0,0,0,0,6,0,0,15,2,0.242,0.267,0.154,21,47,39,4,6,1,0,2,13,4,0,0,5,1,1,0,1,12,0,0.19,0.333,0.111,20,20,18,1,2,0,0,0,2,0,0,0,1,0,1,0,0,4,1,0.158,0.111
楽天,下水流　昂,0.0,外野手,32,1988/4/23,178,88,A,右右,神奈川,0,関東,1,1,1,0.188,20,35,32,1,6,0,1,1,11,5,0,0,0,0,2,0,1,11,0,0.257,0.344,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.263,67,89,80,8,21,1,0,4,34,12,0,1,2,0,7,0,0,25,5,0.322,0.425
楽天,内田　靖人,0.0,内野手,25,1995/5/30,185,86,O,右右,福島,0,東北,1,1,1,0.172,38,109,93,9,16,3,0,5,34,18,1,0,0,1,14,0,1,31,5,0.284,0.366,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0.6,0,0.198,58,193,177,16,35,6,0,12,77,25,0,1,0,1,14,0,1,66,4,0.259,0.435
楽天,オコエ　瑠偉,0.0,外野手,23,1997/7/21,185,90,O,右右,東京,0,関東,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.182,52,122,110,12,20,4,0,3,33,15,5,1,2,1,6,0,3,29,3,0.242,0.3,0.198,44,117,111,13,22,7,1,2,37,6,2,3,3,0,2,0,1,23,3,0.219,0.333
楽天,小郷　裕哉,0.0,外野手,24,1996/8/3,178,85,O,右左,岡山,0,中国,1,1,0,0.295,58,129,105,23,31,3,0,4,46,12,8,2,3,1,19,0,1,34,0,0.405,0.438,0.172,22,34,29,7,5,2,0,1,10,4,0,0,1,0,4,0,0,11,0,0.273,0.345,,,,,,,,,,,,,,,,,,,,,,
