現チーム,選手名,SS,守備,年齢,生年月日,身長,体重,血液型,投打,出身地,外国人,地域,2020年打席あり,2019年打席あり,2018年打席あり,2020打率,2020試合,2020打席数,2020打数,2020得点,2020安打,2020二塁打,2020三塁打,2020本塁打,2020塁打,2020打点,2020盗塁,2020盗塁刺,2020犠打,2020犠飛,2020四球,2020敬遠,2020死球,2020三振,2020併殺打,2020出塁率,2020長打率,2019打率,2019試合,2019打席数,2019打数,2019得点,2019安打,2019二塁打,2019三塁打,2019本塁打,2019塁打,2019打点,2019盗塁,2019盗塁刺,2019犠打,2019犠飛,2019四球,2019敬遠,2019死球,2019三振,2019併殺打,2019出塁率,2019長打率,2018打率,2018試合,2018打席数,2018打数,2018得点,2018安打,2018二塁打,2018三塁打,2018本塁打,2018塁打,2018打点,2018盗塁,2018盗塁刺,2018犠打,2018犠飛,2018四球,2018敬遠,2018死球,2018三振,2018併殺打,2018出塁率,2018長打率
楽天,岩見　雅紀,0.0,外野手,26,1994/7/10,187,108,A,右右,滋賀,0,関西,1,0,1,0.216,16,38,37,2,8,1,1,1,14,4,0,0,0,0,1,0,0,11,2,0.237,0.378,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,12,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0
楽天,山﨑　剛,0.0,内野手,25,1995/12/29,173,74,AB,右左,福岡,0,九州・沖縄,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0.333,16,30,27,4,9,4,0,1,16,2,4,0,3,0,0,0,0,5,0,0.333,0.593,0.232,33,84,82,11,19,3,3,0,28,7,4,1,1,0,1,0,0,13,2,0.241,0.341
楽天,下妻　貴寛,0.0,捕手,26,1994/4/15,186,85,B,右右,山形,0,東北,1,0,0,0.156,43,90,77,5,12,4,0,1,19,9,0,0,11,1,1,0,0,26,0,0.165,0.247,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
楽天,和田　恋,0.0,外野手,25,1995/9/26,180,93,O,右右,高知,0,四国,1,0,1,0.125,7,17,16,0,2,1,0,0,3,1,0,0,0,0,1,0,0,4,2,0.176,0.188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.125,5,8,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.125,0.125
楽天,村林　一輝,0.0,内野手,23,1997/10/6,180,73,O,右右,大阪,0,関西,1,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,49,25,24,2,2,1,0,0,3,0,0,1,1,0,0,0,0,5,1,0.083,0.125,0.114,28,49,44,3,5,1,0,0,6,2,0,1,2,0,3,0,0,12,2,0.17,0.136
楽天,田中　貴也,0.0,捕手,28,1992/8/27,178,85,O,右左,京都,0,関西,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽天,石原　彪,0.0,捕手,22,1999/3/8,172,96,A,右右,京都,0,関西,1,1,1,0.174,18,24,23,1,4,1,0,0,5,1,0,0,1,0,0,0,0,13,0,0.174,0.217,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.2,4,5,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0.2,0.2
楽天,武藤　敦貴,0.0,外野手,19,2001/6/15,178,73,A,左左,福岡,0,九州・沖縄,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楽天,水上　桂,0.0,捕手,19,2001/7/5,172,75,O,右右,兵庫,0,関西,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楽天,入江　大樹,0.0,内野手,18,2002/6/6,185,83,A,右右,大阪,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楽天,山﨑　真彰,0.0,内野手,25,1995/9/26,182,84,O,右左,東京,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楽天,澤野　聖悠,0.0,内野手,19,2002/3/9,184,85,A,右左,愛知,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楽天,江川　侑斗,0.0,捕手,19,2001/6/29,177,81,B,右右,大分,0,九州・沖縄,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本ハム,中田　翔,1.0,内野手,31,1989/4/22,184,106,O,右右,広島,0,中国,1,1,1,0.239,119,506,440,52,105,18,0,31,216,108,1,0,0,9,55,3,2,109,19,0.32,0.491,0.242,124,514,450,55,109,21,0,24,202,80,0,0,0,4,55,4,5,83,16,0.329,0.449,0.265,140,599,540,61,143,32,0,25,250,106,0,1,0,13,43,1,3,81,24,0.316,0.463
日本ハム,近藤　健介,1.0,外野手,27,1993/8/9,171,85,O,右左,千葉,0,関東,1,1,1,0.34,108,467,371,56,126,31,1,5,174,60,4,0,0,5,89,3,2,72,6,0.465,0.469,0.302,138,600,490,74,148,32,5,2,196,59,1,4,0,5,103,3,2,81,11,0.422,0.4,0.323,129,555,462,59,149,29,3,9,211,69,5,0,0,5,87,8,1,90,16,0.427,0.457
日本ハム,王　柏融,1.0,外野手,27,1993/9/9,182,93,不明,右左,台湾,0,海外,1,1,0,0.207,52,95,87,9,18,4,0,2,28,9,0,0,0,1,6,0,1,27,2,0.263,0.322,0.255,88,340,306,18,78,13,0,3,100,35,1,0,0,3,25,1,6,65,6,0.321,0.327,,,,,,,,,,,,,,,,,,,,,,
日本ハム,大田　泰示,1.0,外野手,30,1990/6/9,188,93,O,右右,広島,0,中国,1,1,1,0.275,115,481,455,57,125,16,1,14,185,68,3,3,0,0,25,1,1,105,11,0.314,0.407,0.289,132,594,557,79,161,28,1,20,251,77,6,2,0,5,27,4,5,111,22,0.325,0.451,0.274,104,429,383,56,105,22,4,14,177,59,3,4,0,1,38,0,7,103,11,0.35,0.462
日本ハム,中島　卓也,1.0,内野手,30,1991/1/11,178,75,A,右左,福岡,0,九州・沖縄,1,1,1,0.201,88,191,159,22,32,5,0,0,37,8,11,2,10,0,22,0,0,36,1,0.298,0.233,0.22,120,328,291,39,64,5,1,0,71,16,12,5,12,1,22,0,2,70,2,0.278,0.244,0.261,132,449,391,57,102,11,3,1,122,23,29,5,22,1,35,0,0,88,4,0.321,0.312
日本ハム,Ｒ．ロドリゲス,0.0,内野手,28,1992/4/17,183,81,不明,右右,ドミニカ共和国,1,海外,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本ハム,杉谷　拳士,0.0,内野手,30,1991/2/4,173,78,B,右両,東京,0,関東,1,1,1,0.221,88,161,131,28,29,8,1,2,45,11,4,1,14,0,12,0,4,32,2,0.306,0.344,0.209,83,157,134,15,28,4,1,4,46,12,5,1,6,1,13,1,3,36,2,0.291,0.343,0.231,70,130,104,17,24,4,0,3,37,9,4,2,6,2,12,0,6,20,2,0.339,0.356
日本ハム,鶴岡　慎也,0.0,捕手,39,1981/4/11,176,78,A,右右,鹿児島,0,九州・沖縄,1,1,1,0.294,18,17,17,0,5,0,0,0,5,2,0,0,0,0,0,0,0,2,0,0.294,0.294,0.177,35,69,62,4,11,2,0,1,16,4,0,0,4,0,3,0,0,13,2,0.215,0.258,0.243,101,260,239,13,58,9,0,2,73,22,1,1,4,0,14,0,3,45,5,0.293,0.305
日本ハム,清水　優心,0.0,捕手,24,1996/5/22,185,89,A,右右,山口,0,中国,1,1,1,0.193,69,157,135,13,26,7,0,3,42,16,0,0,12,2,7,0,1,37,5,0.234,0.311,0.259,98,246,216,17,56,8,0,5,79,24,0,1,9,1,19,0,1,51,6,0.321,0.366,0.215,86,242,200,25,43,7,0,7,71,21,0,1,20,1,18,0,3,51,4,0.288,0.355
日本ハム,清宮　幸太郎,0.0,内野手,21,1999/5/25,184,103,O,右左,東京,0,関東,1,1,1,0.19,96,263,226,23,43,9,0,7,73,22,2,0,0,1,33,0,3,59,6,0.3,0.323,0.204,81,278,250,26,51,11,1,7,85,33,0,1,0,4,21,0,3,75,4,0.27,0.34,0.2,53,180,160,17,32,4,2,7,61,18,0,0,0,1,16,2,3,60,1,0.283,0.381
日本ハム,松本　剛,0.0,外野手,27,1993/8/11,180,82,AB,右右,埼玉,0,関東,1,1,1,0.203,84,162,138,19,28,2,2,1,37,11,5,2,11,1,8,1,4,21,1,0.265,0.268,0.333,4,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.222,54,139,126,18,28,5,1,1,38,9,2,1,5,1,6,0,1,14,5,0.261,0.302
日本ハム,石井　一成,0.0,内野手,26,1994/5/6,182,80,O,右左,栃木,0,関東,1,1,1,0.179,59,104,95,9,17,4,1,0,23,3,1,1,5,1,3,0,0,13,1,0.202,0.242,0.224,76,226,196,26,44,10,3,4,72,22,2,3,13,1,16,0,0,61,3,0.282,0.367,0.189,69,163,148,17,28,6,2,1,41,4,3,0,2,0,12,0,1,47,0,0.255,0.277
日本ハム,谷口　雄也,0.0,外野手,28,1992/6/1,182,90,B,右左,三重,0,関西,1,1,1,0.222,7,9,9,1,2,1,0,0,3,1,0,0,0,0,0,0,0,3,0,0.222,0.333,0.229,30,50,48,4,11,2,0,2,19,10,0,0,0,0,2,0,0,12,1,0.26,0.396,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
日本ハム,谷内　亮太,0.0,内野手,30,1991/2/3,177,82,B,右右,石川,0,中部,1,1,1,0.313,50,18,16,3,5,0,0,0,5,3,0,0,0,1,1,0,0,3,0,0.333,0.313,0.08,24,26,25,1,2,0,0,0,2,1,0,0,0,0,0,0,1,8,2,0.115,0.08,0.222,36,46,45,5,10,3,0,0,13,7,0,0,0,1,0,0,0,9,1,0.217,0.289
日本ハム,淺間　大基,0.0,外野手,24,1996/6/21,183,82,B,右左,東京,0,関東,1,1,1,0.19,42,63,58,3,11,2,0,0,13,1,0,0,2,0,3,0,0,21,1,0.23,0.224,0.207,13,33,29,4,6,2,1,0,10,1,0,0,3,0,1,0,0,5,0,0.233,0.345,0.239,31,99,88,11,21,6,0,3,36,7,1,1,0,0,10,0,1,18,2,0.323,0.409
日本ハム,五十幡　亮汰,0.0,外野手,22,1998/11/27,171,67,B,右左,埼玉,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本ハム,石川　亮,0.0,捕手,25,1995/7/20,181,85,O,右右,神奈川,0,関東,1,1,1,0.143,17,22,21,0,3,1,0,0,4,1,0,0,1,0,0,0,0,8,0,0.143,0.19,0.2,46,86,75,3,15,3,0,0,18,3,0,0,9,0,2,0,0,29,2,0.221,0.24,0.22,32,57,50,4,11,3,0,0,14,3,0,0,2,0,4,0,1,16,1,0.291,0.28
日本ハム,野村　佑希,0.0,内野手,20,2000/6/26,187,91,O,右右,アメリカ,1,海外,1,0,0,0.257,21,76,74,8,19,3,2,3,35,18,0,0,0,0,1,0,1,17,1,0.276,0.473,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
日本ハム,今川　優馬,0.0,外野手,24,1997/1/25,177,87,A,右右,北海道,0,北海道,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本ハム,片岡　奨人,0.0,外野手,23,1997/11/16,184,81,O,右左,北海道,0,北海道,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本ハム,梅林　優貴,0.0,捕手,23,1998/3/14,173,82,A,右右,広島,0,中国,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本ハム,髙濱　祐仁,0.0,内野手,24,1996/8/8,185,90,B,右右,佐賀,0,九州・沖縄,1,0,0,0.316,10,23,19,4,6,0,0,0,6,0,0,0,2,0,2,0,0,6,0,0.381,0.316,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
日本ハム,万波　中正,0.0,外野手,21,2000/4/7,192,97,A,右右,東京,0,関東,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,
日本ハム,田宮　裕涼,0.0,捕手,20,2000/6/13,175,82,A,右左,千葉,0,関東,1,0,0,0.429,4,7,7,1,3,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0.429,0.429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
日本ハム,上野　響平,0.0,内野手,19,2001/4/26,172,73,A,右右,大阪,0,関西,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本ハム,樋口　龍之介,0.0,内野手,26,1994/7/4,168,91,A,右右,神奈川,0,関東,1,0,0,0.14,25,64,50,4,7,0,0,1,10,1,0,0,4,0,9,0,1,15,2,0.283,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本ハム,難波　侑平,0.0,内野手,21,1999/5/6,178,81,B,右左,岡山,0,中国,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
日本ハム,今井　順之助,0.0,内野手,22,1998/5/25,176,91,A,右左,岐阜,0,中部,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.143,2,7,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0.143,0.143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
日本ハム,姫野　優也,0.0,外野手,24,1997/4/2,184,83,B,右右,大阪,0,関西,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0.2,0
日本ハム,宮田　輝星,0.0,外野手,23,1997/12/2,177,75,A,右両,鹿児島,0,九州・沖縄,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,ジョーンズ,1.0,外野手,35,1985/8/1,188,98,不明,右右,アメリカ,1,海外,1,0,0,0.258,87,338,302,29,78,12,0,12,126,43,1,0,0,2,32,0,2,66,9,0.331,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,吉田　正尚,1.0,外野手,27,1993/7/15,173,85,B,右左,福井,0,中部,1,1,1,0.35,120,492,408,55,143,22,1,14,209,64,8,5,0,4,72,17,8,29,6,0.453,0.512,0.322,143,610,521,92,168,24,2,29,283,85,5,1,0,5,79,12,5,64,12,0.413,0.543,0.321,143,598,514,77,165,37,2,26,284,86,3,1,0,8,69,10,7,74,9,0.403,0.553
オリックス,ロメロ,1.0,外野手,32,1988/10/17,188,100,不明,右右,アメリカ,1,海外,1,1,1,0.272,103,404,356,46,97,19,2,24,192,63,0,0,0,2,38,5,8,108,8,0.354,0.539,0.305,81,331,295,47,90,15,0,18,159,63,3,3,0,6,25,2,5,83,3,0.363,0.539,0.237,119,501,443,63,105,18,1,25,200,63,7,2,0,6,42,2,10,114,10,0.313,0.451
オリックス,Ｔ－岡田,1.0,外野手,33,1988/2/9,187,100,B,左左,大阪,0,関西,1,1,1,0.256,100,377,328,36,84,18,0,16,150,55,5,3,0,5,40,1,4,87,11,0.34,0.457,0.12,20,56,50,4,6,0,0,1,9,2,0,0,0,0,6,0,0,19,3,0.214,0.18,0.225,97,333,298,31,67,11,0,13,117,43,2,2,0,2,31,5,2,82,9,0.3,0.393
オリックス,モヤ,1.0,外野手,29,1991/8/9,201,117,不明,右左,プエルトリコ,1,海外,1,1,1,0.274,46,176,164,20,45,8,2,12,93,38,0,0,0,0,11,1,1,33,7,0.324,0.567,0.227,7,22,22,1,5,0,0,1,8,3,0,0,0,0,0,0,0,7,0,0.227,0.364,0.301,46,101,93,5,28,4,0,3,41,16,0,1,0,1,6,1,1,25,1,0.347,0.441
オリックス,若月　健矢,0.0,捕手,25,1995/10/4,179,90,O,右右,埼玉,0,関東,1,1,1,0.24,75,215,192,14,46,12,0,3,67,19,2,0,8,1,9,0,5,40,4,0.29,0.349,0.178,138,348,298,21,53,9,0,1,65,21,2,0,25,0,21,1,4,73,4,0.241,0.218,0.245,114,302,269,22,66,9,2,1,82,27,1,0,23,1,7,0,2,80,6,0.269,0.305
オリックス,福田　周平,0.0,内野手,28,1992/8/8,167,69,A,右左,大阪,0,関西,1,1,1,0.258,76,312,260,33,67,12,4,0,87,24,13,5,3,3,43,0,3,44,5,0.366,0.335,0.25,135,583,492,65,123,13,5,2,152,38,30,14,19,2,62,0,8,57,7,0.342,0.309,0.264,113,345,295,39,78,8,4,1,97,15,16,9,16,0,31,0,3,33,2,0.34,0.329
オリックス,伏見　寅威,0.0,捕手,30,1990/5/12,182,87,AB,右右,北海道,0,北海道,1,1,1,0.259,71,198,189,14,49,7,2,6,78,23,0,0,2,1,6,0,0,35,4,0.281,0.413,0.164,39,72,61,4,10,0,0,1,13,9,0,1,0,1,8,1,2,16,2,0.278,0.213,0.274,76,201,186,16,51,14,1,1,70,17,0,0,1,0,12,0,2,39,6,0.325,0.376
オリックス,松井　雅人,0.0,捕手,33,1987/11/19,179,81,A,右左,群馬,0,関東,1,1,1,0.222,23,40,36,5,8,2,0,1,13,4,0,0,0,0,3,0,1,7,2,0.3,0.361,0.212,20,39,33,3,7,2,0,0,9,2,0,0,2,0,4,0,0,12,1,0.297,0.273,0.229,92,260,218,18,50,7,1,2,65,22,0,0,7,3,30,9,2,51,5,0.324,0.298
オリックス,中川　圭太,0.0,内野手,24,1996/4/12,180,76,B,右右,大阪,0,関西,1,1,0,0.146,45,155,144,15,21,3,0,2,30,13,3,2,1,1,9,0,0,25,5,0.195,0.208,0.288,111,396,364,39,105,21,2,3,139,32,9,5,4,2,25,1,1,62,6,0.334,0.382,,,,,,,,,,,,,,,,,,,,,,
オリックス,西野　真弘,0.0,内野手,30,1990/8/2,167,68,O,右左,東京,0,関東,1,1,1,0.246,23,77,69,10,17,3,0,0,20,3,0,0,3,0,5,0,0,10,1,0.297,0.29,0.241,56,188,166,21,40,5,1,1,50,14,1,0,3,1,16,0,2,24,1,0.314,0.301,0.293,60,207,188,21,55,8,4,0,71,16,7,3,6,1,12,1,0,28,5,0.333,0.378
オリックス,小田　裕也,0.0,外野手,31,1989/11/4,172,75,O,右左,熊本,0,九州・沖縄,1,1,1,0.239,87,94,88,19,21,3,2,1,31,7,4,2,3,0,2,0,1,23,1,0.264,0.352,0.206,82,203,180,21,37,5,2,3,55,21,9,5,3,2,12,0,6,47,0,0.275,0.306,0.287,90,164,143,25,41,5,1,2,54,15,10,2,3,3,12,0,3,38,4,0.348,0.378
オリックス,宗　佑磨,0.0,外野手,24,1996/6/7,181,83,B,右左,東京,0,関東,1,1,1,0.225,72,203,182,16,41,10,1,1,56,9,5,5,5,0,10,0,6,32,2,0.288,0.308,0.27,54,177,148,16,40,6,1,2,54,14,7,3,4,1,13,0,11,30,4,0.37,0.365,0.233,74,289,266,28,62,16,3,5,99,22,3,2,4,1,15,1,3,53,1,0.281,0.372
オリックス,佐野　皓大,0.0,外野手,24,1996/9/2,182,73,A,右両,大分,0,九州・沖縄,1,1,1,0.214,77,162,140,22,30,5,3,0,41,3,20,4,13,0,9,0,0,37,2,0.262,0.293,0.207,68,130,121,22,25,5,1,1,35,9,12,3,3,0,5,0,1,43,2,0.244,0.289,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリックス,山足　達也,0.0,内野手,27,1993/10/26,174,76,AB,右右,大阪,0,関西,1,1,1,0.219,63,105,96,21,21,5,0,1,29,5,3,1,6,0,2,0,1,13,0,0.242,0.302,0.164,28,64,61,3,10,0,1,1,15,8,0,1,0,0,2,0,1,12,1,0.203,0.246,0.167,25,72,60,8,10,2,0,1,15,7,2,0,2,0,7,0,3,15,2,0.286,0.25
オリックス,西村　凌,0.0,外野手,25,1996/2/21,178,84,O,右右,滋賀,0,関西,1,1,1,0.161,29,76,62,7,10,2,0,1,15,3,2,2,5,0,9,0,0,12,0,0.268,0.242,0.265,19,53,49,3,13,3,0,2,22,4,2,0,2,0,2,0,0,10,1,0.294,0.449,0.193,31,93,88,9,17,4,0,2,27,8,2,0,1,1,3,0,0,27,1,0.217,0.307
オリックス,太田　椋,0.0,内野手,20,2001/2/14,181,81,B,右右,大阪,0,関西,1,1,0,0.259,20,61,54,6,14,2,0,3,25,5,0,0,2,0,4,0,1,19,0,0.322,0.463,0,6,16,13,1,0,0,0,0,0,0,0,0,0,0,2,0,1,7,0,0.188,0,,,,,,,,,,,,,,,,,,,,,,
オリックス,頓宮　裕真,0.0,捕手,24,1996/11/17,182,103,AB,右右,岡山,0,中国,1,1,0,0.313,12,35,32,5,10,3,0,2,19,5,0,0,0,0,3,0,0,11,0,0.371,0.594,0.198,28,93,91,5,18,5,0,3,32,10,0,0,0,1,1,0,0,22,3,0.204,0.352,,,,,,,,,,,,,,,,,,,,,,
オリックス,大下　誠一郎,0.0,内野手,23,1997/11/3,171,89,AB,右右,福岡,0,九州・沖縄,1,0,0,0.216,32,104,88,10,19,6,0,2,31,9,0,1,2,1,8,0,5,15,3,0.314,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,紅林　弘太郎,0.0,内野手,19,2002/2/7,186,94,B,右右,静岡,0,中部,1,0,0,0.235,5,18,17,1,4,0,0,0,4,2,0,0,0,0,1,0,0,4,1,0.278,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,元　謙太,0.0,外野手,18,2002/5/17,186,86,O,右右,岐阜,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,宜保　翔,0.0,内野手,20,2000/11/26,176,75,O,右左,沖縄,0,九州・沖縄,1,1,0,0.118,10,18,17,0,2,1,0,0,3,2,0,0,1,0,0,0,0,7,0,0.118,0.176,0.231,8,28,26,0,6,1,0,0,7,0,0,0,0,0,2,0,0,7,0,0.286,0.269,,,,,,,,,,,,,,,,,,,,,,
オリックス,廣澤　伸哉,0.0,内野手,21,1999/8/11,175,74,B,右右,大分,0,九州・沖縄,1,0,0,0.158,23,22,19,2,3,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0.158,0.158,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
オリックス,来田　涼斗,0.0,外野手,18,2002/10/16,180,85,A,右左,兵庫,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,西浦　颯大,0.0,外野手,21,1999/5/21,178,70,A,右左,熊本,0,九州・沖縄,1,1,1,0.187,49,97,91,13,17,1,0,2,24,4,3,2,1,0,5,0,0,21,1,0.229,0.264,0.195,77,239,220,24,43,8,1,1,56,18,8,3,5,1,13,0,0,56,1,0.239,0.255,0.167,2,7,6,0,1,0,0,0,1,0,1,1,0,0,1,0,0,3,0,0.286,0.167
オリックス,中川　拓真,0.0,捕手,18,2002/7/17,178,87,B,右右,愛知,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,フェリペ,0.0,捕手,21,1999/9/4,176,78,O,右右,静岡,0,中部,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,平野　大和,0.0,外野手,19,2001/8/7,177,82,O,右右,宮崎,0,九州・沖縄,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,佐藤　優悟,0.0,外野手,24,1997/4/2,182,90,B,右右,宮城,0,東北,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,古長　拓,0.0,内野手,26,1994/8/5,164,67,O,右右,福島,0,東北,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,鶴見　凌也,0.0,捕手,19,2001/11/22,174,75,O,右右,茨城,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,田城　飛翔,0.0,外野手,22,1999/3/19,179,70,B,右左,神奈川,0,関東,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オリックス,釣　寿生,0.0,捕手,18,2002/6/30,180,85,O,右右,兵庫,0,関西,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
